-0.00	-60.11	0.0	-60.0
0.18	-60.50	0.5	-59.5
-0.10	-60.50	0.5	-59.5
0.06	-60.31	0.5	-60.0
0.11	-60.42	0.5	-60.5
0.17	-60.51	0.0	-59.0
0.06	-60.32	1.5	-61.0
-0.04	-60.11	1.5	-61.0
-0.09	-59.99	1.0	-60.0
0.17	-60.50	0.5	-59.5
